booking_id,booking_date,checkin_date,checkout_date,city,hotel_type,room_type,length_of_stay,adults,children,customer_segment,booking_month,checkin_month,checkin_day_of_week,is_weekend_checkin,is_peak_season,is_special_event,lead_time_days,occupancy_rate,base_adr,competitor_adr,dynamic_adr,total_revenue,price_change_from_base
HB010438,2024-02-06,2024-06-13,2024-06-15,Delhi,Resort,Executive,2,2,2,Leisure,2,6,3,0,0,0,128,0.813,6800,11117.04,19739.9,39479.8,190.29
HB010439,2023-10-20,2024-01-18,2024-01-20,Bangalore,Luxury,Executive,2,4,0,Business,10,1,3,0,1,0,90,0.95,6200,12921.12,35920.38,71840.75,479.36
HB010440,2023-02-25,2023-08-09,2023-08-13,Bangalore,Resort,Deluxe,4,1,2,Business,2,8,2,0,0,0,165,0.832,6200,10931.51,14644.26,58577.03,136.2
HB010441,2024-02-28,2024-03-08,2024-03-13,Pune,Resort,Standard,5,1,1,Leisure,2,3,4,0,0,1,9,0.674,5200,8965.78,11608.94,58044.69,123.25
HB010442,2023-03-08,2023-05-04,2023-05-08,Bangalore,Resort,Deluxe,4,3,0,Leisure,3,5,3,0,1,0,57,0.95,6200,10986.02,24769.52,99078.09,299.51
HB010443,2023-10-21,2024-01-21,2024-01-23,Goa,Budget,Suite,2,3,0,Business,10,1,6,1,1,0,92,0.94,8500,5021.98,21106.44,42212.88,148.31
HB010444,2023-01-20,2023-03-21,2023-03-28,Kolkata,Resort,Standard,7,1,2,Group,1,3,1,0,0,0,60,0.826,4800,9454.06,8575.92,60031.46,78.67
HB010445,2023-12-28,2024-01-29,2024-02-05,Kolkata,Business,Executive,7,1,2,Business,12,1,0,0,1,0,32,0.932,4800,4703.27,12008.31,84058.17,150.17
HB010446,2022-10-16,2023-01-23,2023-01-28,Pune,Resort,Executive,5,4,0,Business,10,1,0,0,1,0,99,0.936,5200,9723.06,23802.94,119014.71,357.75
HB010447,2023-12-08,2024-06-01,2024-06-03,Hyderabad,Luxury,Executive,2,4,0,Group,12,6,5,1,0,0,176,0.786,5500,10045.84,21406.7,42813.41,289.21
HB010448,2023-04-28,2023-05-05,2023-05-12,Delhi,Resort,Deluxe,7,2,2,Business,4,5,4,0,1,0,7,0.95,6800,11665.46,34181.94,239273.55,402.68
HB010449,2023-11-20,2024-05-02,2024-05-07,Delhi,Boutique,Standard,5,1,2,Business,11,5,3,0,1,0,164,0.884,6800,9564.35,14079.46,70397.31,107.05
HB010450,2024-03-01,2024-04-03,2024-04-10,Mumbai,Luxury,Suite,7,4,0,Business,3,4,2,0,1,0,33,0.95,7500,13856.46,48276.69,337936.82,543.69
HB010451,2022-11-28,2023-02-20,2023-02-25,Delhi,Resort,Suite,5,4,0,Business,11,2,0,0,0,0,84,0.773,6800,11139.32,23201.26,116006.31,241.2
HB010452,2024-04-27,2024-10-11,2024-10-12,Mumbai,Resort,Executive,1,4,0,Leisure,4,10,4,0,1,0,167,0.931,7500,12414.56,38403.54,38403.54,412.05
HB010453,2023-06-03,2023-11-04,2023-11-05,Goa,Resort,Executive,1,2,1,Business,6,11,5,1,1,0,154,0.95,8500,13818.31,48652.1,48652.1,472.38
HB010454,2024-09-28,2024-12-04,2024-12-06,Pune,Resort,Suite,2,3,0,Leisure,9,12,2,0,1,0,67,0.916,5200,9756.93,31208.67,62417.33,500.17
HB010455,2023-07-03,2023-10-30,2023-11-02,Delhi,Resort,Standard,3,3,0,Leisure,7,10,0,0,1,0,119,0.95,6800,13100.92,21621.64,64864.92,217.97
HB010456,2024-07-15,2024-09-22,2024-09-23,Pune,Luxury,Executive,1,1,2,Leisure,7,9,6,1,0,0,69,0.814,5200,10044.8,20697.65,20697.65,298.03
HB010457,2023-11-18,2024-05-07,2024-05-14,Kolkata,Luxury,Suite,7,1,2,Leisure,11,5,1,0,1,0,171,0.95,4800,9454.44,32331.53,226320.71,573.57
HB010458,2023-04-19,2023-05-05,2023-05-08,Mumbai,Boutique,Executive,3,3,0,Leisure,4,5,4,0,1,0,16,0.899,7500,11234.89,30359.7,91079.1,304.8
HB010459,2024-09-02,2024-11-01,2024-11-02,Kolkata,Luxury,Deluxe,1,4,0,Leisure,9,11,4,0,1,0,60,0.95,4800,9411.17,21498.33,21498.33,347.88
HB010460,2024-01-15,2024-06-02,2024-06-07,Delhi,Budget,Executive,5,4,0,Leisure,1,6,6,1,0,0,139,0.816,6800,4450.87,7770.17,38850.83,14.27
HB010461,2024-08-29,2024-11-02,2024-11-08,Bangalore,Luxury,Standard,6,2,1,Leisure,8,11,5,1,1,0,65,0.95,6200,12273.32,24175.02,145050.09,289.92
HB010462,2023-02-20,2023-05-20,2023-05-25,Delhi,Resort,Deluxe,5,2,2,Leisure,2,5,5,1,1,0,89,0.906,6800,12675.09,30736.17,153680.86,352.0
HB010463,2024-02-13,2024-05-09,2024-05-16,Goa,Resort,Suite,7,3,0,Leisure,2,5,3,0,1,0,86,0.95,8500,15320.17,51806.27,362643.9,509.49
HB010464,2023-08-18,2023-10-29,2023-11-02,Hyderabad,Budget,Standard,4,3,0,Business,8,10,6,1,1,0,72,0.917,5500,3560.43,6005.65,24022.6,9.19
HB010465,2023-01-20,2023-02-06,2023-02-09,Bangalore,Business,Deluxe,3,4,0,Leisure,1,2,0,0,0,0,17,0.793,6200,5847.25,9364.33,28092.98,51.04
HB010466,2022-07-23,2023-01-14,2023-01-18,Chennai,Luxury,Deluxe,4,3,0,Leisure,7,1,5,1,1,0,175,0.95,5800,12211.47,30939.4,123757.58,433.44
HB010467,2023-12-25,2024-04-03,2024-04-07,Goa,Resort,Standard,4,2,0,Leisure,12,4,2,0,1,0,100,0.95,8500,14750.93,25331.08,101324.34,198.01
HB010468,2023-09-30,2024-02-08,2024-02-13,Mumbai,Budget,Standard,5,3,0,Business,9,2,3,0,0,0,131,0.774,7500,4869.19,4437.9,22189.48,-40.83
HB010469,2024-03-11,2024-07-08,2024-07-11,Kolkata,Luxury,Standard,3,1,1,Business,3,7,0,0,0,0,119,0.691,4800,9416.75,8581.6,25744.81,78.78
HB010470,2023-04-12,2023-05-04,2023-05-11,Kolkata,Business,Executive,7,3,0,Leisure,4,5,3,0,1,1,22,0.886,4800,4902.77,17782.59,124478.13,270.47
HB010471,2024-11-13,2024-12-08,2024-12-15,Bangalore,Budget,Suite,7,4,0,Leisure,11,12,6,1,1,0,25,0.911,6200,3862.13,14980.23,104861.62,141.62
HB010472,2023-04-28,2023-05-11,2023-05-13,Bangalore,Resort,Deluxe,2,1,2,Business,4,5,3,0,1,0,13,0.922,6200,10380.57,25783.86,51567.72,315.87
HB010473,2024-03-17,2024-06-08,2024-06-11,Hyderabad,Business,Deluxe,3,1,2,Leisure,3,6,5,1,0,1,83,0.758,5500,4951.11,11255.8,33767.41,104.65
HB010474,2023-10-19,2023-11-11,2023-11-12,Goa,Budget,Executive,1,4,0,Group,10,11,5,1,1,0,23,0.95,8500,4662.42,17915.26,17915.26,110.77
HB010475,2022-12-08,2023-05-09,2023-05-16,Delhi,Luxury,Deluxe,7,3,0,Business,12,5,1,0,1,1,152,0.913,6800,14683.1,37590.69,263134.81,452.8
HB010476,2024-04-25,2024-07-31,2024-08-03,Chennai,Luxury,Standard,3,3,0,Leisure,4,7,2,0,0,0,97,0.743,5800,12259.36,11427.76,34283.27,97.03
HB010477,2023-04-20,2023-05-10,2023-05-16,Chennai,Budget,Deluxe,6,3,0,Leisure,4,5,2,0,1,0,20,0.901,5800,3698.6,8160.94,48965.62,40.71
HB010478,2023-04-28,2023-08-19,2023-08-21,Chennai,Resort,Suite,2,3,0,Business,4,8,5,1,0,0,113,0.675,5800,9601.07,21114.69,42229.37,264.05
HB010479,2024-09-18,2024-11-09,2024-11-12,Pune,Budget,Standard,3,1,2,Group,9,11,5,1,1,0,52,0.943,5200,3399.6,6556.41,19669.22,26.08
HB010480,2022-09-22,2023-02-02,2023-02-09,Bangalore,Budget,Standard,7,2,2,Leisure,9,2,3,0,0,0,133,0.779,6200,3763.24,3385.49,23698.46,-45.4
HB010481,2022-07-31,2023-01-21,2023-01-25,Chennai,Budget,Executive,4,2,0,Business,7,1,5,1,1,0,174,0.95,5800,3652.01,10525.39,42101.58,81.47
HB010482,2023-06-27,2023-11-16,2023-11-21,Bangalore,Luxury,Deluxe,5,3,0,Business,6,11,3,0,1,0,142,0.95,6200,12569.09,25227.2,126136.01,306.89
HB010483,2024-08-25,2024-12-14,2024-12-16,Mumbai,Budget,Executive,2,1,1,Leisure,8,12,5,1,1,0,111,0.922,7500,4402.81,15069.94,30139.88,100.93
HB010484,2024-04-30,2024-10-04,2024-10-09,Bangalore,Resort,Standard,5,1,1,Leisure,4,10,4,0,1,1,157,0.95,6200,10784.43,25001.88,125009.39,303.26
HB010485,2023-05-18,2023-07-04,2023-07-10,Goa,Budget,Standard,6,4,0,Business,5,7,1,0,0,0,47,0.841,8500,5160.36,5161.34,30968.04,-39.28
HB010486,2022-10-17,2023-02-11,2023-02-14,Hyderabad,Luxury,Suite,3,3,0,Leisure,10,2,5,1,0,0,117,0.711,5500,10069.46,23277.67,69833.01,323.23
HB010487,2024-04-26,2024-06-04,2024-06-07,Chennai,Luxury,Executive,3,1,2,Leisure,4,6,1,0,0,0,39,0.755,5800,10618.21,18572.38,55717.15,220.21
HB010488,2023-11-19,2024-05-11,2024-05-13,Delhi,Business,Suite,2,3,0,Leisure,11,5,5,1,1,0,174,0.919,6800,7027.89,28539.21,57078.43,319.69
HB010489,2023-04-27,2023-08-18,2023-08-21,Chennai,Boutique,Deluxe,3,3,0,Business,4,8,4,0,0,0,113,0.72,5800,7756.31,9931.96,29795.87,71.24
HB010490,2023-01-13,2023-03-03,2023-03-06,Kolkata,Luxury,Executive,3,3,0,Leisure,1,3,4,0,0,0,49,0.842,4800,8857.83,16539.14,49617.43,244.57
HB010491,2023-05-21,2023-09-11,2023-09-12,Delhi,Resort,Executive,1,1,0,Business,5,9,0,0,0,0,113,0.834,6800,11113.35,21031.01,21031.01,209.28
HB010492,2024-08-11,2024-09-21,2024-09-25,Mumbai,Boutique,Standard,4,3,0,Business,8,9,5,1,0,0,41,0.748,7500,10836.15,11679.83,46719.32,55.73
HB010493,2024-10-09,2024-11-09,2024-11-14,Bangalore,Resort,Deluxe,5,3,0,Leisure,10,11,5,1,1,0,31,0.95,6200,10195.38,29144.2,145720.99,370.07
HB010494,2023-07-05,2023-12-27,2024-01-02,Chennai,Resort,Suite,6,4,0,Leisure,7,12,2,0,1,0,175,0.95,5800,9626.77,33033.28,198199.67,469.54
HB010495,2023-09-09,2024-01-22,2024-01-28,Kolkata,Resort,Deluxe,6,3,0,Business,9,1,0,0,1,0,135,0.95,4800,8040.55,18801.64,112809.84,291.7
HB010496,2023-05-05,2023-09-04,2023-09-07,Bangalore,Boutique,Executive,3,4,0,Business,5,9,0,0,0,0,122,0.68,6200,9513.7,12249.28,36747.84,97.57
HB010497,2024-07-09,2024-08-25,2024-09-01,Mumbai,Resort,Standard,7,3,0,Group,7,8,6,1,0,0,47,0.858,7500,14276.09,16532.64,115728.46,120.44
HB010498,2023-07-25,2023-12-14,2023-12-17,Chennai,Luxury,Deluxe,3,4,0,Leisure,7,12,3,0,1,0,142,0.95,5800,11349.08,25434.25,76302.75,338.52
HB010499,2024-02-02,2024-03-20,2024-03-25,Chennai,Business,Deluxe,5,4,0,Leisure,2,3,2,0,0,0,47,0.859,5800,6244.99,8101.68,40508.38,39.68
HB010500,2024-04-26,2024-08-10,2024-08-16,Delhi,Budget,Deluxe,6,1,1,Group,4,8,5,1,0,0,106,0.764,6800,4307.24,6012.62,36075.71,-11.58
HB010501,2023-05-14,2023-09-13,2023-09-20,Mumbai,Boutique,Suite,7,3,0,Leisure,5,9,2,0,0,0,122,0.775,7500,10305.44,19669.86,137689.04,162.26
HB010502,2022-12-04,2023-03-08,2023-03-13,Goa,Luxury,Suite,5,4,0,Business,12,3,2,0,0,0,94,0.754,8500,18285.04,29939.96,149699.8,252.23
HB010503,2023-04-29,2023-06-12,2023-06-14,Bangalore,Business,Suite,2,3,0,Leisure,4,6,0,0,0,0,44,0.73,6200,6562.41,11695.43,23390.86,88.64
HB010504,2023-09-01,2023-11-01,2023-11-08,Chennai,Resort,Suite,7,4,0,Business,9,11,2,0,1,0,61,0.95,5800,10551.18,33922.49,237457.44,484.87
HB010505,2024-07-27,2024-09-08,2024-09-14,Bangalore,Resort,Executive,6,2,2,Leisure,7,9,6,1,0,0,43,0.853,6200,11605.4,22467.76,134806.56,262.38
HB010506,2024-07-17,2024-12-16,2024-12-23,Delhi,Budget,Standard,7,3,0,Leisure,7,12,0,0,1,0,152,0.881,6800,3976.44,6078.8,42551.58,-10.61
HB010507,2023-12-04,2024-05-31,2024-06-03,Mumbai,Budget,Executive,3,1,2,Group,12,5,4,0,1,1,179,0.95,7500,4564.34,16014.41,48043.22,113.53
HB010508,2024-03-01,2024-05-06,2024-05-12,Chennai,Business,Deluxe,6,2,1,Leisure,3,5,0,0,1,0,66,0.935,5800,6134.36,12388.15,74328.91,113.59
HB010509,2023-12-26,2024-06-18,2024-06-21,Hyderabad,Luxury,Standard,3,4,0,Leisure,12,6,1,0,0,0,175,0.714,5500,11949.51,10199.56,30598.69,85.45
HB010510,2022-11-20,2023-01-16,2023-01-18,Mumbai,Resort,Standard,2,2,2,Business,11,1,0,0,1,0,57,0.95,7500,14173.01,22672.59,45345.18,202.3
HB010511,2023-03-01,2023-03-09,2023-03-14,Pune,Luxury,Suite,5,2,0,Business,3,3,3,0,0,0,8,0.681,5200,9756.46,19808.69,99043.46,280.94
HB010512,2024-01-21,2024-02-17,2024-02-20,Hyderabad,Business,Deluxe,3,1,0,Business,1,2,5,1,0,0,27,0.692,5500,5823.45,8254.16,24762.48,50.08
HB010513,2024-07-27,2024-10-01,2024-10-04,Kolkata,Boutique,Executive,3,3,0,Business,7,10,1,0,1,0,66,0.95,4800,6686.38,18438.53,55315.59,284.14
HB010514,2024-01-07,2024-01-31,2024-02-03,Kolkata,Business,Executive,3,2,0,Leisure,1,1,2,0,1,0,24,0.95,4800,4495.65,14588.6,43765.81,203.93
HB010515,2023-06-19,2023-08-03,2023-08-06,Kolkata,Budget,Deluxe,3,1,2,Leisure,6,8,3,0,0,0,45,0.656,4800,3018.1,3283.86,9851.58,-31.59
HB010516,2024-09-21,2024-11-30,2024-12-04,Goa,Resort,Suite,4,4,0,Leisure,9,11,5,1,1,0,70,0.95,8500,15815.8,58367.47,233469.89,586.68
HB010517,2023-08-08,2023-11-22,2023-11-25,Chennai,Budget,Suite,3,3,0,Business,8,11,2,0,1,0,106,0.95,5800,3447.28,11580.71,34742.12,99.67
HB010518,2023-01-21,2023-06-06,2023-06-13,Mumbai,Resort,Deluxe,7,4,0,Leisure,1,6,1,0,0,0,136,0.833,7500,14102.19,18698.64,130890.49,149.32
HB010519,2023-09-22,2024-02-21,2024-02-22,Goa,Boutique,Suite,1,3,0,Leisure,9,2,2,0,0,0,152,0.722,8500,12294.25,22311.49,22311.49,162.49
HB010520,2023-12-06,2024-03-16,2024-03-19,Pune,Boutique,Executive,3,3,0,Leisure,12,3,5,1,0,0,101,0.854,5200,7072.4,15166.37,45499.11,191.66
HB010521,2024-12-04,2024-12-14,2024-12-17,Delhi,Budget,Standard,3,2,2,Leisure,12,12,5,1,1,0,10,0.886,6800,3931.43,8676.21,26028.64,27.59
HB010522,2023-01-08,2023-05-07,2023-05-12,Delhi,Luxury,Executive,5,2,2,Business,1,5,6,1,1,0,119,0.95,6800,13238.39,42811.09,214055.46,529.57
HB010523,2023-12-03,2024-03-24,2024-03-27,Delhi,Resort,Suite,3,3,0,Business,12,3,6,1,0,0,112,0.867,6800,13006.28,34286.98,102860.93,404.22
HB010524,2023-12-04,2023-12-07,2023-12-10,Delhi,Boutique,Deluxe,3,2,2,Business,12,12,3,0,1,0,3,0.95,6800,9036.95,28456.2,85368.6,318.47
HB010525,2024-05-22,2024-10-01,2024-10-05,Goa,Business,Deluxe,4,3,0,Leisure,5,10,1,0,1,0,132,0.95,8500,9314.13,17832.89,71331.57,109.8
HB010526,2023-11-13,2024-03-09,2024-03-13,Mumbai,Boutique,Executive,4,3,0,Leisure,11,3,5,1,0,0,117,0.686,7500,9986.67,17182.59,68730.35,129.1
HB010527,2024-01-26,2024-03-04,2024-03-05,Pune,Resort,Deluxe,1,2,0,Business,1,3,0,0,0,0,38,0.691,5200,9997.51,11062.96,11062.96,112.75
HB010528,2024-01-13,2024-03-15,2024-03-21,Pune,Luxury,Executive,6,4,0,Business,1,3,4,0,0,0,62,0.688,5200,11133.85,14384.89,86309.36,176.63
HB010529,2023-08-15,2024-02-05,2024-02-10,Goa,Business,Standard,5,4,0,Leisure,8,2,0,0,0,0,174,0.747,8500,7827.95,7492.7,37463.52,-11.85
HB010530,2022-12-06,2023-01-20,2023-01-22,Delhi,Business,Executive,2,3,0,Business,12,1,4,0,1,1,45,0.95,6800,6912.61,25439.75,50879.49,274.11
HB010531,2024-01-04,2024-04-28,2024-05-02,Delhi,Business,Executive,4,2,1,Business,1,4,6,1,1,0,115,0.95,6800,7124.73,20569.6,82278.4,202.49
HB010532,2023-07-18,2023-12-22,2023-12-28,Hyderabad,Business,Standard,6,1,2,Business,7,12,4,0,1,0,157,0.95,5500,5542.4,8721.59,52329.52,58.57
HB010533,2023-08-09,2023-08-29,2023-09-05,Mumbai,Budget,Suite,7,2,2,Business,8,8,1,0,0,0,20,0.782,7500,4740.74,9163.88,64147.17,22.19
HB010534,2023-07-24,2023-09-01,2023-09-03,Goa,Luxury,Deluxe,2,1,1,Business,7,9,4,0,0,0,39,0.841,8500,15305.83,24851.03,49702.05,192.37
HB010535,2023-09-12,2023-09-13,2023-09-16,Delhi,Resort,Standard,3,4,0,Leisure,9,9,2,0,0,0,1,0.827,6800,11151.17,18022.03,54066.08,165.03
HB010536,2022-10-04,2023-03-28,2023-04-01,Kolkata,Business,Standard,4,3,0,Business,10,3,1,0,0,0,175,0.79,4800,5012.62,4776.37,19105.49,-0.49
HB010537,2023-02-15,2023-08-01,2023-08-05,Delhi,Business,Deluxe,4,2,1,Business,2,8,1,0,0,0,167,0.822,6800,6747.61,8888.33,35553.31,30.71
HB010538,2023-06-13,2023-06-20,2023-06-26,Delhi,Luxury,Executive,6,3,0,Business,6,6,1,0,0,0,7,0.79,6800,12640.78,27438.26,164629.58,303.5
HB010539,2024-08-25,2024-10-20,2024-10-22,Kolkata,Luxury,Executive,2,1,0,Leisure,8,10,6,1,1,1,56,0.891,4800,9670.15,40029.81,80059.63,733.95
HB010540,2022-08-28,2023-01-22,2023-01-24,Pune,Business,Executive,2,4,0,Leisure,8,1,6,1,1,0,147,0.95,5200,5492.25,17019.9,34039.81,227.31
HB010541,2023-01-05,2023-01-29,2023-02-03,Chennai,Boutique,Executive,5,3,0,Leisure,1,1,6,1,1,0,24,0.95,5800,7905.72,29307.42,146537.09,405.3
HB010542,2024-07-16,2024-08-07,2024-08-09,Pune,Boutique,Deluxe,2,1,1,Business,7,8,2,0,0,0,22,0.818,5200,6804.14,11161.58,22323.16,114.65
HB010543,2024-01-25,2024-06-30,2024-07-07,Bangalore,Luxury,Standard,7,1,0,Leisure,1,6,6,1,0,0,157,0.757,6200,12040.89,13970.0,97790.02,125.32
HB010544,2023-02-27,2023-06-15,2023-06-20,Chennai,Business,Suite,5,3,0,Group,2,6,3,0,0,0,108,0.853,5800,6254.92,12612.98,63064.89,117.47
HB010545,2022-12-05,2023-05-04,2023-05-10,Chennai,Boutique,Suite,6,4,0,Group,12,5,3,0,1,0,150,0.903,5800,8712.98,25926.66,155559.98,347.01
HB010546,2022-11-28,2023-05-11,2023-05-18,Pune,Budget,Standard,7,1,2,Business,11,5,3,0,1,0,164,0.95,5200,3358.83,5391.13,37737.94,3.68
HB010547,2024-09-25,2024-11-20,2024-11-21,Goa,Luxury,Standard,1,4,0,Leisure,9,11,2,0,1,0,56,0.95,8500,15932.82,29865.52,29865.52,251.36
HB010548,2023-09-21,2023-12-10,2023-12-16,Mumbai,Business,Deluxe,6,3,0,Business,9,12,6,1,1,0,80,0.95,7500,7942.24,19210.23,115261.36,156.14
HB010549,2024-02-27,2024-03-10,2024-03-13,Kolkata,Luxury,Executive,3,4,0,Leisure,2,3,6,1,0,0,12,0.791,4800,9792.01,20726.19,62178.57,331.8
HB010550,2024-11-15,2024-12-28,2024-12-30,Hyderabad,Boutique,Executive,2,3,0,Leisure,11,12,5,1,1,0,43,0.872,5500,7422.76,23393.16,46786.32,325.33
HB010551,2023-03-17,2023-08-26,2023-08-30,Bangalore,Budget,Executive,4,3,0,Leisure,3,8,5,1,0,0,162,0.83,6200,3627.92,7367.07,29468.29,18.82
HB010552,2024-04-29,2024-10-02,2024-10-06,Goa,Business,Suite,4,4,0,Leisure,4,10,2,0,1,0,156,0.897,8500,8295.44,27210.05,108840.18,220.12
HB010553,2022-11-25,2023-02-15,2023-02-22,Bangalore,Resort,Suite,7,1,1,Group,11,2,2,0,0,0,82,0.712,6200,10338.81,18678.93,130752.49,201.27
HB010554,2023-12-24,2024-01-27,2024-02-03,Mumbai,Business,Executive,7,2,0,Leisure,12,1,5,1,1,1,34,0.922,7500,7050.96,29722.11,208054.75,296.29
HB010555,2022-11-15,2023-03-10,2023-03-11,Chennai,Business,Executive,1,2,1,Business,11,3,4,0,0,0,115,0.858,5800,5480.23,10187.75,10187.75,75.65
HB010556,2024-08-24,2024-10-20,2024-10-26,Delhi,Budget,Standard,6,3,0,Leisure,8,10,6,1,1,0,57,0.879,6800,3838.6,7611.53,45669.2,11.93
HB010557,2024-09-20,2024-11-05,2024-11-07,Delhi,Luxury,Standard,2,2,0,Business,9,11,1,0,1,0,46,0.95,6800,14347.57,23944.32,47888.65,252.12
HB010558,2023-11-17,2024-01-03,2024-01-04,Pune,Boutique,Deluxe,1,3,0,Leisure,11,1,2,0,1,0,47,0.916,5200,6684.76,15457.03,15457.03,197.25
HB010559,2024-05-18,2024-07-18,2024-07-22,Hyderabad,Resort,Deluxe,4,1,0,Leisure,5,7,3,0,0,0,61,0.673,5500,8939.45,10397.54,41590.17,89.05
HB010560,2023-10-24,2023-11-24,2023-12-01,Chennai,Luxury,Executive,7,2,0,Leisure,10,11,4,0,1,0,31,0.95,5800,10575.23,31915.43,223408.03,450.27
HB010561,2023-08-30,2024-02-18,2024-02-20,Chennai,Boutique,Executive,2,3,0,Group,8,2,6,1,0,0,172,0.692,5800,7918.48,14268.02,28536.05,146.0
HB010562,2024-06-27,2024-07-14,2024-07-18,Delhi,Business,Deluxe,4,4,0,Business,6,7,6,1,0,1,17,0.756,6800,6473.29,14539.91,58159.63,113.82
HB010563,2023-11-16,2024-02-19,2024-02-26,Delhi,Boutique,Standard,7,4,0,Business,11,2,0,0,0,0,95,0.824,6800,8773.0,10001.58,70011.03,47.08
HB010564,2024-08-06,2024-10-17,2024-10-18,Mumbai,Resort,Standard,1,4,0,Business,8,10,3,0,1,0,72,0.948,7500,13411.46,23782.16,23782.16,217.1
HB010565,2024-07-01,2024-12-28,2024-12-31,Delhi,Business,Standard,3,3,0,Leisure,7,12,5,1,1,0,180,0.938,6800,7009.37,13562.84,40688.51,99.45
HB010566,2024-03-24,2024-07-29,2024-07-31,Pune,Resort,Executive,2,3,0,Leisure,3,7,0,0,0,0,127,0.677,5200,8681.5,13007.73,26015.46,150.15
HB010567,2023-01-07,2023-01-23,2023-01-26,Bangalore,Luxury,Deluxe,3,1,2,Leisure,1,1,0,0,1,0,16,0.95,6200,13240.24,31543.24,94629.71,408.76
HB010568,2024-07-10,2024-10-27,2024-11-01,Chennai,Resort,Standard,5,4,0,Leisure,7,10,6,1,1,0,109,0.95,5800,10348.75,21229.1,106145.48,266.02
HB010569,2023-07-04,2023-11-01,2023-11-07,Bangalore,Business,Executive,6,2,2,Group,7,11,2,0,1,0,120,0.95,6200,6063.55,16271.02,97626.12,162.44
HB010570,2022-09-10,2023-03-01,2023-03-05,Mumbai,Boutique,Standard,4,2,0,Business,9,3,2,0,0,1,172,0.846,7500,11386.22,14109.24,56436.97,88.12
HB010571,2023-06-25,2023-12-20,2023-12-22,Goa,Budget,Executive,2,2,0,Business,6,12,2,0,1,1,178,0.891,8500,4893.49,17718.55,35437.11,108.45
HB010572,2023-05-15,2023-08-11,2023-08-13,Mumbai,Resort,Suite,2,3,0,Business,5,8,4,0,0,0,88,0.844,7500,14360.12,30900.43,61800.86,312.01
HB010573,2022-11-25,2023-04-25,2023-04-28,Hyderabad,Budget,Deluxe,3,3,0,Leisure,11,4,1,0,1,0,151,0.87,5500,3413.61,6864.18,20592.53,24.8
HB010574,2024-05-19,2024-08-27,2024-08-29,Goa,Boutique,Deluxe,2,3,0,Leisure,5,8,1,0,0,0,100,0.701,8500,10843.15,13261.18,26522.36,56.01
HB010575,2023-04-18,2023-04-24,2023-04-25,Bangalore,Luxury,Deluxe,1,2,1,Business,4,4,0,0,1,0,6,0.901,6200,13039.86,36534.6,36534.6,489.27
HB010576,2024-02-18,2024-08-06,2024-08-11,Kolkata,Luxury,Suite,5,2,2,Business,2,8,1,0,0,0,170,0.679,4800,8856.19,15360.18,76800.91,220.0
HB010577,2023-12-31,2024-04-29,2024-05-06,Chennai,Resort,Standard,7,1,0,Group,12,4,0,0,1,0,120,0.92,5800,10130.56,16544.26,115809.85,185.25
HB010578,2024-07-12,2024-12-16,2024-12-22,Goa,Resort,Suite,6,4,0,Leisure,7,12,0,0,1,0,157,0.95,8500,16527.21,49459.52,296757.12,481.88
HB010579,2023-09-03,2023-12-04,2023-12-07,Goa,Budget,Executive,3,2,0,Leisure,9,12,0,0,1,1,92,0.921,8500,5360.19,17905.35,53716.06,110.65
HB010580,2023-02-27,2023-04-17,2023-04-19,Hyderabad,Boutique,Executive,2,3,0,Business,2,4,0,0,1,0,49,0.95,5500,8239.86,21911.26,43822.52,298.39
HB010581,2024-08-28,2024-11-10,2024-11-15,Chennai,Budget,Deluxe,5,4,0,Leisure,8,11,6,1,1,0,74,0.95,5800,3612.71,9361.67,46808.36,61.41
HB010582,2023-03-18,2023-08-01,2023-08-07,Pune,Resort,Standard,6,2,0,Leisure,3,8,1,0,0,0,136,0.824,5200,10072.99,9781.23,58687.35,88.1
HB010583,2023-08-27,2023-10-01,2023-10-07,Goa,Budget,Suite,6,2,1,Group,8,10,6,1,1,1,35,0.95,8500,5371.84,25222.33,151333.96,196.73
HB010584,2023-12-05,2024-01-27,2024-01-29,Hyderabad,Business,Executive,2,4,0,Leisure,12,1,5,1,1,0,53,0.95,5500,5030.58,17407.29,34814.58,216.5
HB010585,2024-02-20,2024-08-11,2024-08-15,Delhi,Resort,Standard,4,2,0,Leisure,2,8,6,1,0,0,173,0.817,6800,13046.95,15342.66,61370.65,125.63
HB010586,2023-04-01,2023-08-12,2023-08-18,Pune,Budget,Deluxe,6,3,0,Leisure,4,8,5,1,0,0,133,0.795,5200,3336.8,4736.01,28416.03,-8.92
HB010587,2024-04-26,2024-08-15,2024-08-21,Pune,Luxury,Executive,6,2,2,Business,4,8,3,0,0,1,111,0.657,5200,10392.09,17211.28,103267.68,230.99
HB010588,2023-10-11,2024-01-26,2024-01-28,Mumbai,Business,Suite,2,1,1,Business,10,1,4,0,1,0,107,0.947,7500,7660.7,25697.51,51395.02,242.63
HB010589,2023-12-09,2023-12-16,2023-12-19,Pune,Business,Deluxe,3,3,0,Business,12,12,5,1,1,0,7,0.878,5200,5545.65,16684.59,50053.77,220.86
HB010590,2024-02-22,2024-06-19,2024-06-23,Hyderabad,Resort,Standard,4,3,0,Business,2,6,2,0,0,0,118,0.716,5500,10604.13,8390.05,33560.21,52.55
